1.000000000	0.048469738	0.069496392	0.001418578	0.092716179	0.115093415	0.014236370	0.092716179	0.080271040	0.074689676	0.069496392	0.016443562	0.074689676	0.064664204	0.092716179	0.055984436	0.055984436	0.069496392	0.080271040	0.086269486	0.060168006	0.080271040	0.018992955	0.055984436	0.099644617	0.064664204	0.115093415	0.086269486	0.080271040	0.069496392	0.064664204	0.055984436	0.064664204	0.039045925	0.064664204	0.086269486	0.031454354	0.092716179	0.092716179	0.055984436	0.115093415	0.069496392	0.086269486	0.132937379	0.086269486	0.086269486	0.099644617	0.069496392	0.041963725	0.080271040	0.086269486	0.092716179	0.086269486	0.048469738	0.055984436	0.045099565	0.069496392	0.086269486	0.099644617	0.099644617	0.086269486	0.086269486	0.107090799	0.064664204	0.069496392	0.092716179	0.086269486	0.069496392	0.069496392	0.092716179	0.069496392	0.048469738	0.069496392	0.018992955	0.060168006	0.080271040	0.107090799	0.064664204	0.074689676	0.092716179	0.074689676	0.074689676	0.064664204	0.080271040	0.060168006	0.080271040	0.055984436	0.048469738	0.064664204	0.069496392	0.064664204	0.080271040	0.099644617	0.086269486	0.092716179	0.064664204	0.055984436	0.074689676	0.074689676	0.055984436	0.069496392	0.074689676	0.055984436	0.074689676	0.064664204	0.080271040	0.074689676	0.086269486	0.092716179	0.074689676	0.080271040	0.064664204	0.099644617	0.048469738	0.052091755	0.092716179	0.086269486	0.099644617	0.099644617	0.039045925	0.099644617	0.060168006	0.055984436	0.074689676	0.074689676	0.074689676	0.086269486	0.115093415	0.074689676
0.048469738	1.000000000	0.293716676	0.002524874	0.220158438	0.273294119	0.033804855	0.293716676	0.220158438	0.204850495	0.254291574	0.025338786	0.236610303	0.153547853	0.220158438	0.074689676	0.236610303	0.190606936	0.165022083	0.236610303	0.220158438	0.254291574	0.033804855	0.315665356	0.177353753	0.236610303	0.273294119	0.315665356	0.293716676	0.190606936	0.364605786	0.236610303	0.236610303	0.220158438	0.236610303	0.236610303	0.074689676	0.220158438	0.220158438	0.273294119	0.364605786	0.165022083	0.315665356	0.273294119	0.236610303	0.236610303	0.204850495	0.190606936	0.204850495	0.293716676	0.236610303	0.254291574	0.273294119	0.273294119	0.153547853	0.190606936	0.254291574	0.236610303	0.273294119	0.273294119	0.204850495	0.204850495	0.220158438	0.204850495	0.339254205	0.107090799	0.236610303	0.254291574	0.339254205	0.339254205	0.293716676	0.273294119	0.190606936	0.080271040	0.142871443	0.220158438	0.254291574	0.115093415	0.273294119	0.220158438	0.315665356	0.236610303	0.204850495	0.142871443	0.293716676	0.339254205	0.153547853	0.236610303	0.204850495	0.254291574	0.315665356	0.339254205	0.177353753	0.177353753	0.254291574	0.315665356	0.236610303	0.132937379	0.177353753	0.315665356	0.254291574	0.273294119	0.236610303	0.177353753	0.273294119	0.190606936	0.273294119	0.204850495	0.339254205	0.273294119	0.220158438	0.273294119	0.273294119	0.236610303	0.165022083	0.254291574	0.236610303	0.273294119	0.273294119	0.060168006	0.273294119	0.190606936	0.177353753	0.236610303	0.236610303	0.273294119	0.315665356	0.236610303	0.315665356
0.069496392	0.293716676	1.000000000	0.002033971	0.236610303	0.391851825	0.031454354	0.364605786	0.273294119	0.254291574	0.364605786	0.031454354	0.391851825	0.293716676	0.364605786	0.080271040	0.220158438	0.315665356	0.273294119	0.391851825	0.273294119	0.486426051	0.036331004	0.254291574	0.220158438	0.391851825	0.391851825	0.391851825	0.421133889	0.236610303	0.254291574	0.293716676	0.254291574	0.204850495	0.293716676	0.391851825	0.060168006	0.273294119	0.204850495	0.293716676	0.293716676	0.364605786	0.339254205	0.339254205	0.522775400	0.339254205	0.293716676	0.273294119	0.391851825	0.364605786	0.293716676	0.364605786	0.220158438	0.254291574	0.339254205	0.315665356	0.273294119	0.293716676	0.339254205	0.391851825	0.220158438	0.254291574	0.364605786	0.220158438	0.273294119	0.236610303	0.391851825	0.364605786	0.315665356	0.364605786	0.421133889	0.293716676	0.273294119	0.074689676	0.273294119	0.273294119	0.421133889	0.254291574	0.220158438	0.364605786	0.391851825	0.254291574	0.254291574	0.273294119	0.315665356	0.315665356	0.190606936	0.220158438	0.391851825	0.236610303	0.339254205	0.273294119	0.339254205	0.293716676	0.421133889	0.391851825	0.339254205	0.254291574	0.220158438	0.220158438	0.421133889	0.254291574	0.254291574	0.220158438	0.220158438	0.273294119	0.339254205	0.254291574	0.315665356	0.339254205	0.315665356	0.254291574	0.339254205	0.254291574	0.204850495	0.421133889	0.391851825	0.452604126	0.339254205	0.086269486	0.391851825	0.236610303	0.220158438	0.293716676	0.522775400	0.254291574	0.339254205	0.452604126	0.391851825
0.001418578	0.002524874	0.002033971	1.000000000	0.002713551	0.003890716	0.002349315	0.003134257	0.003620189	0.002185964	0.002713551	0.003620189	0.001638512	0.001892546	0.002713551	0.003368472	0.002524874	0.002713551	0.003134257	0.002524874	0.003134257	0.002349315	0.003134257	0.002916327	0.002185964	0.001892546	0.002524874	0.003368472	0.003134257	0.001524584	0.002524874	0.002185964	0.001892546	0.001524584	0.002916327	0.002524874	0.002916327	0.001760954	0.004181459	0.002524874	0.002916327	0.002033971	0.003368472	0.003368472	0.002524874	0.002524874	0.002524874	0.002349315	0.002916327	0.003134257	0.003368472	0.003620189	0.002524874	0.002185964	0.002185964	0.001760954	0.002033971	0.002185964	0.002916327	0.002916327	0.003368472	0.002524874	0.002349315	0.002916327	0.002349315	0.003134257	0.002916327	0.002349315	0.002349315	0.002713551	0.002713551	0.001892546	0.001760954	0.001760954	0.001142768	0.001524584	0.003134257	0.001228164	0.002524874	0.002713551	0.002524874	0.002916327	0.001638512	0.002033971	0.003134257	0.002349315	0.002185964	0.001892546	0.002524874	0.001524584	0.002185964	0.002033971	0.002524874	0.002524874	0.003134257	0.002524874	0.002524874	0.002185964	0.002185964	0.002524874	0.002349315	0.002524874	0.002185964	0.002185964	0.001892546	0.002349315	0.002185964	0.002524874	0.002713551	0.002916327	0.003134257	0.002524874	0.002524874	0.001892546	0.001760954	0.002713551	0.002524874	0.002916327	0.002185964	0.002033971	0.002916327	0.002349315	0.001418578	0.002185964	0.002185964	0.003368472	0.002524874	0.002916327	0.002916327
0.092716179	0.220158438	0.236610303	0.002713551	1.000000000	0.339254205	0.031454354	0.421133889	0.236610303	0.293716676	0.236610303	0.031454354	0.293716676	0.165022083	0.273294119	0.080271040	0.391851825	0.273294119	0.421133889	0.452604126	0.364605786	0.273294119	0.048469738	0.254291574	0.293716676	0.220158438	0.452604126	0.254291574	0.236610303	0.315665356	0.391851825	0.293716676	0.293716676	0.153547853	0.293716676	0.339254205	0.107090799	0.315665356	0.364605786	0.220158438	0.391851825	0.315665356	0.391851825	0.391851825	0.254291574	0.391851825	0.293716676	0.236610303	0.190606936	0.315665356	0.522775400	0.364605786	0.254291574	0.254291574	0.254291574	0.204850495	0.204850495	0.254291574	0.452604126	0.391851825	0.293716676	0.190606936	0.315665356	0.293716676	0.315665356	0.177353753	0.339254205	0.315665356	0.273294119	0.421133889	0.364605786	0.254291574	0.204850495	0.086269486	0.177353753	0.315665356	0.421133889	0.190606936	0.391851825	0.236610303	0.293716676	0.293716676	0.142871443	0.315665356	0.236610303	0.273294119	0.165022083	0.190606936	0.293716676	0.273294119	0.254291574	0.315665356	0.339254205	0.391851825	0.315665356	0.220158438	0.339254205	0.339254205	0.190606936	0.190606936	0.273294119	0.339254205	0.452604126	0.254291574	0.220158438	0.236610303	0.254291574	0.293716676	0.273294119	0.254291574	0.364605786	0.293716676	0.339254205	0.220158438	0.273294119	0.236610303	0.293716676	0.391851825	0.293716676	0.064664204	0.254291574	0.236610303	0.254291574	0.339254205	0.254291574	0.339254205	0.391851825	0.452604126	0.254291574
0.115093415	0.273294119	0.391851825	0.003890716	0.339254205	1.000000000	0.039045925	0.697442507	0.452604126	0.236610303	0.452604126	0.039045925	0.273294119	0.315665356	0.522775400	0.086269486	0.236610303	0.339254205	0.391851825	0.486426051	0.391851825	0.452604126	0.052091755	0.315665356	0.364605786	0.364605786	0.486426051	0.561841042	0.522775400	0.254291574	0.273294119	0.315665356	0.273294119	0.220158438	0.273294119	0.315665356	0.115093415	0.452604126	0.452604126	0.421133889	0.486426051	0.452604126	0.421133889	0.749560566	0.561841042	0.421133889	0.486426051	0.391851825	0.315665356	0.522775400	0.561841042	0.452604126	0.364605786	0.273294119	0.421133889	0.293716676	0.339254205	0.421133889	0.486426051	0.486426051	0.421133889	0.421133889	0.452604126	0.273294119	0.391851825	0.254291574	0.421133889	0.452604126	0.293716676	0.522775400	0.391851825	0.273294119	0.293716676	0.080271040	0.254291574	0.254291574	0.522775400	0.273294119	0.315665356	0.522775400	0.364605786	0.421133889	0.273294119	0.339254205	0.391851825	0.391851825	0.236610303	0.273294119	0.486426051	0.293716676	0.315665356	0.339254205	0.486426051	0.364605786	0.603825957	0.364605786	0.315665356	0.364605786	0.236610303	0.273294119	0.339254205	0.273294119	0.236610303	0.364605786	0.236610303	0.339254205	0.315665356	0.364605786	0.452604126	0.561841042	0.391851825	0.273294119	0.486426051	0.273294119	0.165022083	0.452604126	0.364605786	0.648948295	0.421133889	0.092716179	0.648948295	0.339254205	0.204850495	0.364605786	0.486426051	0.315665356	0.364605786	0.486426051	0.421133889
0.014236370	0.033804855	0.031454354	0.002349315	0.031454354	0.039045925	1.000000000	0.041963725	0.048469738	0.045099565	0.055984436	0.013246494	0.039045925	0.029267286	0.031454354	0.016443562	0.039045925	0.036331004	0.031454354	0.029267286	0.036331004	0.036331004	0.027232288	0.021937603	0.039045925	0.021937603	0.033804855	0.045099565	0.027232288	0.041963725	0.033804855	0.029267286	0.033804855	0.027232288	0.021937603	0.025338786	0.025338786	0.023576943	0.048469738	0.033804855	0.033804855	0.036331004	0.021937603	0.039045925	0.045099565	0.033804855	0.029267286	0.036331004	0.045099565	0.041963725	0.045099565	0.031454354	0.033804855	0.033804855	0.039045925	0.036331004	0.041963725	0.033804855	0.039045925	0.045099565	0.039045925	0.033804855	0.023576943	0.029267286	0.031454354	0.017672347	0.045099565	0.055984436	0.031454354	0.041963725	0.041963725	0.025338786	0.041963725	0.036331004	0.031454354	0.027232288	0.036331004	0.033804855	0.033804855	0.036331004	0.029267286	0.039045925	0.021937603	0.031454354	0.031454354	0.041963725	0.025338786	0.033804855	0.039045925	0.055984436	0.025338786	0.036331004	0.029267286	0.033804855	0.048469738	0.045099565	0.021937603	0.033804855	0.025338786	0.039045925	0.027232288	0.029267286	0.033804855	0.025338786	0.033804855	0.041963725	0.033804855	0.025338786	0.041963725	0.039045925	0.048469738	0.029267286	0.045099565	0.025338786	0.031454354	0.031454354	0.033804855	0.045099565	0.029267286	0.023576943	0.039045925	0.031454354	0.018992955	0.033804855	0.033804855	0.033804855	0.029267286	0.033804855	0.029267286
0.092716179	0.293716676	0.364605786	0.003134257	0.421133889	0.697442507	0.041963725	1.000000000	0.364605786	0.339254205	0.315665356	0.041963725	0.391851825	0.293716676	0.486426051	0.107090799	0.254291574	0.364605786	0.364605786	0.522775400	0.364605786	0.364605786	0.048469738	0.254291574	0.391851825	0.339254205	0.452604126	0.452604126	0.421133889	0.273294119	0.339254205	0.391851825	0.254291574	0.204850495	0.293716676	0.293716676	0.107090799	0.486426051	0.561841042	0.391851825	0.452604126	0.421133889	0.391851825	0.603825957	0.522775400	0.452604126	0.452604126	0.486426051	0.293716676	0.421133889	0.522775400	0.364605786	0.339254205	0.339254205	0.339254205	0.236610303	0.315665356	0.391851825	0.522775400	0.603825957	0.339254205	0.339254205	0.364605786	0.293716676	0.421133889	0.236610303	0.452604126	0.421133889	0.315665356	0.648948295	0.421133889	0.293716676	0.273294119	0.115093415	0.273294119	0.273294119	0.486426051	0.254291574	0.339254205	0.486426051	0.339254205	0.339254205	0.254291574	0.273294119	0.315665356	0.421133889	0.190606936	0.293716676	0.452604126	0.315665356	0.391851825	0.315665356	0.391851825	0.339254205	0.421133889	0.254291574	0.293716676	0.339254205	0.165022083	0.254291574	0.315665356	0.293716676	0.293716676	0.293716676	0.293716676	0.364605786	0.339254205	0.339254205	0.315665356	0.391851825	0.421133889	0.339254205	0.522775400	0.391851825	0.177353753	0.364605786	0.339254205	0.697442507	0.293716676	0.099644617	0.452604126	0.364605786	0.220158438	0.391851825	0.452604126	0.293716676	0.452604126	0.452604126	0.391851825
0.080271040	0.220158438	0.273294119	0.003620189	0.236610303	0.452604126	0.048469738	0.364605786	1.000000000	0.220158438	0.421133889	0.027232288	0.190606936	0.293716676	0.315665356	0.080271040	0.220158438	0.273294119	0.273294119	0.220158438	0.315665356	0.273294119	0.036331004	0.220158438	0.254291574	0.254291574	0.293716676	0.391851825	0.315665356	0.177353753	0.220158438	0.220158438	0.220158438	0.177353753	0.254291574	0.190606936	0.092716179	0.236610303	0.364605786	0.220158438	0.339254205	0.273294119	0.254291574	0.391851825	0.391851825	0.339254205	0.339254205	0.315665356	0.391851825	0.364605786	0.391851825	0.315665356	0.293716676	0.293716676	0.293716676	0.273294119	0.364605786	0.220158438	0.293716676	0.293716676	0.391851825	0.293716676	0.273294119	0.220158438	0.273294119	0.153547853	0.339254205	0.421133889	0.204850495	0.315665356	0.421133889	0.254291574	0.204850495	0.086269486	0.153547853	0.177353753	0.421133889	0.190606936	0.254291574	0.421133889	0.254291574	0.293716676	0.220158438	0.273294119	0.421133889	0.273294119	0.254291574	0.190606936	0.293716676	0.204850495	0.339254205	0.315665356	0.391851825	0.452604126	0.421133889	0.391851825	0.254291574	0.293716676	0.220158438	0.339254205	0.273294119	0.254291574	0.254291574	0.254291574	0.254291574	0.364605786	0.254291574	0.254291574	0.273294119	0.293716676	0.421133889	0.254291574	0.293716676	0.190606936	0.153547853	0.421133889	0.339254205	0.339254205	0.339254205	0.099644617	0.339254205	0.315665356	0.165022083	0.293716676	0.293716676	0.339254205	0.220158438	0.339254205	0.339254205
0.074689676	0.204850495	0.254291574	0.002185964	0.293716676	0.236610303	0.045099565	0.339254205	0.220158438	1.000000000	0.190606936	0.029267286	0.364605786	0.273294119	0.293716676	0.115093415	0.273294119	0.293716676	0.293716676	0.315665356	0.165022083	0.254291574	0.045099565	0.153547853	0.315665356	0.177353753	0.273294119	0.273294119	0.254291574	0.254291574	0.315665356	0.236610303	0.177353753	0.190606936	0.236610303	0.315665356	0.074689676	0.190606936	0.452604126	0.273294119	0.273294119	0.220158438	0.236610303	0.273294119	0.364605786	0.273294119	0.236610303	0.293716676	0.273294119	0.220158438	0.236610303	0.254291574	0.273294119	0.236610303	0.236610303	0.190606936	0.220158438	0.204850495	0.315665356	0.421133889	0.236610303	0.273294119	0.220158438	0.315665356	0.190606936	0.142871443	0.315665356	0.254291574	0.190606936	0.254291574	0.293716676	0.204850495	0.220158438	0.080271040	0.142871443	0.220158438	0.254291574	0.204850495	0.236610303	0.293716676	0.236610303	0.273294119	0.204850495	0.293716676	0.220158438	0.293716676	0.177353753	0.153547853	0.273294119	0.254291574	0.204850495	0.190606936	0.177353753	0.273294119	0.220158438	0.236610303	0.177353753	0.236610303	0.153547853	0.204850495	0.190606936	0.273294119	0.236610303	0.204850495	0.315665356	0.293716676	0.236610303	0.204850495	0.190606936	0.153547853	0.293716676	0.236610303	0.315665356	0.204850495	0.190606936	0.190606936	0.204850495	0.315665356	0.204850495	0.060168006	0.204850495	0.190606936	0.204850495	0.236610303	0.204850495	0.273294119	0.273294119	0.364605786	0.236610303
